fundo;data_referencia;net_worth;pv_credit_rights;pdd;total_cash;cash_idleness;net_allocation;threshold_net_allocation;status_net_allocation;subordination_senior;threshold_senior;status_senior;subordination_mezzanine_a;threshold_mezzanine_a;status_mezzanine_a;subordination_mezzanine_b;threshold_mezzanine_b;status_mezzanine_b;subordination_mezzanine_c;threshold_mezzanine_c;status_mezzanine_c;retorno_junior;threshold_junior_return;vl_dicred_aquis_mes;vl_som_prazo_venc;vl_som_inad_venc;CR_due_30;CR_due_31_60;CR_due_61_90;CR_due_91_120;CR_due_121_150;CR_due_151_180;CR_due_181_360;CR_due_maior_360;vl_inad_venc_30;vl_inad_venc_31_60;vl_inad_venc_61_90;vl_inad_venc_91_120;vl_inad_venc_121_150;vl_inad_venc_151_180;vl_inad_venc_181_360;vl_inad_venc_maior_360;cash;government_securities;sovereign_fund;other_assets;delinq_ratio_30;delinq_ratio_31_60;delinq_ratio_61_90;delinq_ratio_91_120;delinq_ratio_121_150;delinq_ratio_151_180;delinq_ratio_181_360;delinq_ratio_maior_360;subordination_mezzanine_d;subordination_mezzanine_e;subordination_mezzanine_f;subordination_mezzanine_g;subordination_mezzanine_h;total_cash;total_senior;total_subord_Junior;total_subord_Mezza_A;total_subord_Mezza_B;total_subord_Mezza_C;total_subord_Mezza_D;total_subord_Mezza_E;total_subord_Mezza_F;total_subord_Mezza_G;total_subord_Mezza_H;
FIDC Fenix;31/10/2024;181197738.1;164190591.1;10048698.88;27361586.89;0.15100402;0.84899598;0.5;OK;0.55890471;0.5;OK;0.558350233;0.2;OK;0.324100383;;N/A;0.289540198;;N/A;2.19;0;6160365.64;158827782.9;5362808.28;3753692.44;3609841.56;2977689.49;3835163.04;3201617.1;2554369.46;14914742.89;123980666.9;1266423.92;684182.57;581632;514874.47;441868.64;391414.37;1422128.83;60283.48;0;0;1467590.93;25893995.96;0.007713133;0.004167002;0.00354242;0.003135834;0.002691193;0.002383903;0.008661451;0.000367156;0.289540198;0.289540198;0.289540198;0.289540198;0.289540198;27361586.89;79925468.73;52464028.91;100470.15;42445542.8;6262227.47;0;0;0;0;0;
FIDC Fenix;30/11/2024;182648047.7;166666973.2;10401517.63;26647622.85;0.145896018;0.854103982;0.5;OK;0.556938923;0.5;OK;0.556389535;0.2;OK;0.324571374;;N/A;0.290283772;;N/A;1.06;0;5201149.41;161452112.3;5214860.86;3559276.34;3624537.54;3482640.04;3389169.77;3179779.16;2994017.82;14898156.28;126324535.3;977632.15;698168.62;586611.25;499271.53;443521.59;383661.84;1556279.5;69714.38;0;0;769059.54;25878563.31;0.005865782;0.004189004;0.003519661;0.002995624;0.002661125;0.002301967;0.00933766;0.000418286;0.290283772;0.290283772;0.290283772;0.290283772;0.290283772;26647622.85;80924240.78;53019764.29;100344.58;42341134.43;6262563.59;0;0;0;0;0;
FIDC Fenix;31/12/2024;184112016.4;155918809.5;11419968.94;39901811.47;0.216725732;0.783274268;0.5;OK;0.560170687;0.5;OK;0.559625571;0.2;OK;0.329260763;;N/A;0.291976388;;N/A;1.58;0;2720949.12;149695551.9;6223257.66;3086064.45;2999362.48;2853142.06;2680719.79;2525475.32;2055679.04;11695896.91;121799211.8;1268536.01;795587.71;676469.56;577241.51;491871.02;438171.9;1623166.98;352212.97;0;0;14011809.92;25890001.55;0.008135875;0.005102577;0.004338601;0.003702193;0.003154661;0.002810257;0.010410335;0.002258951;0.291976388;0.291976388;0.291976388;0.291976388;0.291976388;39901811.47;80977861.69;53756361.46;100362.41;42412929.27;6864501.6;0;0;0;0;0;
FIDC Fenix;31/01/2025;178230019.2;158854723.8;12437635.75;32192826.2;0.180625163;0.819374837;0.5;OK;0.545097732;0.5;OK;0.544533791;0.2;OK;0.306222288;;N/A;0.267678925;;N/A;2.02;0;6677079.2;152049910.1;6804813.77;2981460.32;2966515.02;2786135.3;2621001.16;2487586.45;2350803.16;11340659.25;124515749.4;1256246.54;783522.2;699780.4;635279.17;541307.08;483292.12;1817900.45;587485.81;0;0;6085654.93;26107171.27;0.007908147;0.004932319;0.00440516;0.00399912;0.00340756;0.003042353;0.011443792;0.003698258;0.267678925;0.267678925;0.267678925;0.267678925;0.267678925;32192826.2;81077239.91;47708420.02;100511.28;42474263.78;6869584.26;0;0;0;0;0;
FIDC Fenix;28/02/2025;177227988.2;158917934.7;13857706.77;32507470.11;0.183421763;0.816578237;0.5;OK;0.54296884;0.5;OK;0.54240288;0.2;OK;0.303182871;;N/A;0.264474833;;N/A;-0.7;0;5669820.56;151473814.2;7444120.42;3300495.59;2434847.12;2623684.41;2481710.77;2342572.67;2162746.42;21349927.36;114777829.9;1093601.02;888465.68;755432.85;649298.24;633134.64;539828.32;2249129.04;635230.63;0;0;6404566.74;26102903.37;0.006881546;0.00559072;0.004753603;0.004085746;0.003984035;0.0033969;0.01415277;0.003997224;0.264474833;0.264474833;0.264474833;0.264474833;0.264474833;32507470.11;80998713.07;46872342.65;100303.95;42396480.98;6860147.6;0;0;0;0;0;
FIDC Fenix;31/03/2025;166404144.3;171674886.9;15663667.58;10726041.65;0.06445778;0.93554222;0.5;OK;0.512965197;0.5;OK;0.512361861;0.2;OK;0.25733069;;N/A;0.216070021;;N/A;0.28;0;26520184.29;162942696.8;8732190.12;2088728.79;2057652.51;1702151.55;1816959.42;1701910.43;1604912.06;28616225.4;123354156.6;1216921.36;1169197.02;825700.34;768945.58;696317.64;632835.79;2478952.99;943319.4;1159482.33;0;5472533.53;4094025.79;0.007088523;0.00681053;0.004809675;0.00447908;0.004056025;0.003686246;0.014439811;0.005494801;0.216070021;0.216070021;0.216070021;0.216070021;0.216070021;10726041.65;81044609.56;35954947.03;100397.61;42438243.86;6865946.25;0;0;0;0;0;
FIDC Fenix;30/04/2025;167322038.6;171090465.9;16187506.89;12674121.19;0.075746873;0.924253127;0.5;OK;0.515813278;0.5;OK;0.515212775;0.2;OK;0.26175061;;N/A;0.220748081;;N/A;2.73;0;9074972.43;161397495.2;9692970.66;1924569.15;1401209.56;1472941.77;1366962.21;1280026.04;1219887.81;35762670.39;116969228.3;1449467.66;1038848.81;997493.42;739368.55;746839.27;688561.19;2772280.32;1260111.44;0;0;8185699.04;4488422.15;0.008471937;0.006071927;0.00583021;0.004321506;0.004365172;0.004024544;0.016203593;0.007365176;0.220748081;0.220748081;0.220748081;0.220748081;0.220748081;12674121.19;81015109.44;36936019;100477.33;42409806.13;6860626.72;0;0;0;0;0;
FIDC Fenix;31/05/2025;167579007.8;176715781.9;17329697.14;8435155.44;0.050335394;0.949664606;0.5;OK;0.515828246;0.5;OK;0.515228602;0.2;OK;0.261714158;;N/A;0.220708128;;N/A;1.49;0;3000505.29;166527606.8;10188175.14;1622786.62;1504498.44;1396715.66;1306579.28;1245350.73;1165983.33;45069140.25;113216552.4;1253740.53;940321.64;895933.34;901466.93;735236.52;745943.78;3129924.33;1585608.07;10000;0;3945373;4479782.44;0.007094672;0.005321096;0.005069911;0.005101225;0.004160559;0.00422115;0.017711629;0.008972646;0.220708128;0.220708128;0.220708128;0.220708128;0.220708128;8435155.44;81137022.07;36986049.1;100487.78;42483698.97;6871749.857;0;0;0;0;0;
FIDC Fenix;30/06/2025;163681651;174135348.6;18910036.06;8711388.88;0.053221536;0.946778464;0.5;OK;0.504875;0.5;OK;0.504261549;0.2;OK;0.245108354;;N/A;0.203191704;;N/A;0.79;0;0;162773069.1;11362279.5;1096711.25;858447.76;884211.66;833768.05;775153.62;731942.14;52274875.82;105317958.8;984045.04;1305570.91;1078550.58;895933.34;843756.01;792947.44;3501166;1960310.18;0;0;4246671.56;4464717.32;0.005651036;0.007497449;0.006193749;0.00514504;0.004845403;0.004553627;0.020106004;0.011257394;0.203191704;0.203191704;0.203191704;0.203191704;0.203191704;8711388.88;81042877.54;33258753.62;100410.66;42418622.69;6860986.522;0;0;0;0;0;
FIDC Fenix;31/07/2025;164054168.1;178849498.8;20896610.84;6469120.94;0.039432835;0.960567165;0.5;OK;0.505213132;0.5;OK;0.50460007;0.2;OK;0.245406489;;N/A;0.203551504;;N/A;0.41;0;0;166411887.3;12437611.49;963014.49;830721.02;858412.54;800630.99;753231.1;704134.47;64448899.18;97052843.51;1016932.32;1056138.66;1301422.8;1076035.37;893742.49;842931.65;3864914.58;2385493.62;0;0;1871532.85;4597588.09;0.005685967;0.005905181;0.007276637;0.006016429;0.004997176;0.004713078;0.021609871;0.013337994;0.203551504;0.203551504;0.203551504;0.203551504;0.203551504;6469120.94;81171847.94;33393472.68;100575.39;42521787.3;6866484.785;0;0;0;0;0;
FIDC Koin;31/08/2024;76103628.41;74397571.01;19566235.41;24202955.86;0.318026307;0.681973693;0.5;OK;0.519400765;0.45;OK;0.519400765;;N/A;0.519400765;;N/A;0.519400765;;N/A;4.54;0;15367626.06;59047861.19;15349709.82;11060355.96;10381690.71;7147701.88;5938874.98;4847641.08;3786079.69;12501110.92;3384405.97;3439842.62;2158238.49;1786786.42;1598749.08;2040443.71;1190995.19;3134654.31;0;7650.34;4756228.93;18680490.47;758586.12;0.046235953;0.029009529;0.024016731;0.021489264;0.027426214;0.016008523;0.042133826;0;0.519400765;0.519400765;0.519400765;0.519400765;0.519400765;24202955.86;36575345.58;39528282.83;0;0;0;0;0;0;0;0;
FIDC Koin;30/09/2024;75544979.82;78155638.21;22123077.14;22444081.8;0.297095609;0.702904391;0.5;OK;0.516104681;0.45;OK;0.516104681;;N/A;0.516104681;;N/A;0.516104681;;N/A;-1.36;0;12153708.17;60596259.62;17559378.59;13084518.4;9319624.88;7003403.39;6265535.78;4823634.55;4092699.3;12552171.35;3454671.97;4632707.97;2245701.07;1852559.42;1831849.88;1449493.09;1960571.8;3586495.36;0;1376.25;4797736.71;16306859.88;1338108.96;0.059275416;0.028733705;0.023703465;0.023438487;0.018546238;0.025085481;0.045889144;0;0.516104681;0.516104681;0.516104681;0.516104681;0.516104681;22444081.8;36555862.11;38989117.71;0;0;0;0;0;0;0;0;
FIDC Koin;31/10/2024;77470030.5;76892941.5;22664347.85;23435372.78;0.302508888;0.697491112;0.5;OK;0.527528325;0.45;OK;0.527528325;;N/A;0.527528325;;N/A;0.527528325;;N/A;4.82;0;11347177.53;59570883.14;17322058.36;11292319.57;9905392.4;7257837.25;6412100.09;4663515.57;4142878.79;12554786.57;3342052.9;3281943.43;2327142.42;2021614.7;1743010.5;1758386.07;1322583.39;4867377.85;0;9649.62;4843681.3;15802180.83;2779861.03;0.042681986;0.030264708;0.026291291;0.022668017;0.022867978;0.017200322;0.063300711;0;0.527528325;0.527528325;0.527528325;0.527528325;0.527528325;23435372.78;36602395.08;40867635.42;0;0;0;0;0;0;0;0;
FIDC Koin;30/11/2024;72948747.29;76926461.99;23406389.13;19754469.12;0.270799292;0.729200708;0.5;OK;0.49934964;0.45;OK;0.49934964;;N/A;0.49934964;;N/A;0.49934964;;N/A;1.82;0;9777916.63;59027619.78;17898842.21;11054365.18;9715243.61;7246713.48;6312309.92;4928209.52;4002037.93;12386077.91;3382662.23;3189861.3;2393081.89;1945323.36;1921845.28;1585948.93;1574187.7;5288593.75;0;4866.09;4885151.56;12964237.68;1900213.79;0.041466372;0.031108696;0.025288091;0.024982889;0.020616429;0.02046354;0.068748693;0;0.49934964;0.49934964;0.49934964;0.49934964;0.49934964;19754469.12;36521816.62;36426930.67;0;0;0;0;0;0;0;0;
FIDC Koin;31/12/2024;73749845.5;75522825.6;23994923.01;22365568.24;0.303262578;0.696737422;0.5;OK;0.503959413;0.45;OK;0.503959413;;N/A;0.503959413;;N/A;0.503959413;;N/A;1.78;0;9231706.16;56899191.16;18623634.44;10613134.67;9231176.97;7186006.29;5886396.62;4764395.64;3657050.46;12136356.06;3424674.45;3337547.09;2270202.03;2090621.2;2065487.3;1680383.91;1452466.66;5726926.25;0;8486.13;4925760.81;13197211.39;4234109.91;0.044192561;0.030059813;0.027681978;0.027349179;0.022250014;0.019232155;0.075830402;0;0.503959413;0.503959413;0.503959413;0.503959413;0.503959413;22365568.24;36582916.63;37166928.87;0;0;0;0;0;0;0;0;
FIDC Koin;31/01/2025;74806679.66;74655096.88;23344721.12;23640929.23;0.316026982;0.683973018;0.5;OK;0.510593292;0.45;OK;0.510593292;;N/A;0.510593292;;N/A;0.510593292;;N/A;2.43;0;10297221.95;56215278.74;18439818.14;11410846.15;9418099.8;7197172.47;5757031.73;4982077.33;3835803.62;11153865.73;2460381.91;3757717.96;2524065.22;2110258.6;2149410.05;2147404.64;1452466.66;4298495.01;0;9305.95;4980041.67;15495719.18;3155862.43;0.050334379;0.033809684;0.028266772;0.028791203;0.028764341;0.019455693;0.057578051;0;0.510593292;0.510593292;0.510593292;0.510593292;0.510593292;23640929.23;36610890.85;38195788.81;0;0;0;0;0;0;0;0;
FIDC Koin;28/02/2025;70963384.76;71572484.07;22878965.11;24084489.74;0.339393193;0.660606807;0.5;OK;0.484548318;0.45;OK;0.484548318;;N/A;0.484548318;;N/A;0.484548318;;N/A;0.03;0;8479934.82;53479990.56;18092493.51;11541999.51;9064874.62;6997177.48;5456151.43;4655084.5;3470061.79;9929355.36;2365285.87;5736026.35;2591148.31;2146370.47;2066252.83;1796460.23;1720335.29;2035900.03;0;7986.33;5029469.21;13304639.36;5742394.84;0.080142899;0.036203135;0.029988766;0.028869374;0.025099873;0.024036266;0.02844529;0;0.484548318;0.484548318;0.484548318;0.484548318;0.484548318;24084489.74;36578196.05;34385188.71;0;0;0;0;0;0;0;0;
FIDC Koin;31/03/2025;55638577.83;68660340.97;23848041.69;11473061.83;0.206206957;0.793793043;0.5;OK;0.588853073;0.45;OK;0.588853073;;N/A;0.588853073;;N/A;0.588853073;;N/A;-0.35;0;6815496.44;49513286.99;19147053.98;11075310;8418906.53;6200082.45;5611344.19;4011982.79;3012146.41;8824593.89;2358920.73;2912091.07;2368835.02;2054325.78;2107456.39;1823514.51;1599212.1;6261544.24;20074.87;1030572.54;2555248.44;6479891.68;1407349.17;0.042413;0.034500776;0.029920122;0.03069394;0.026558483;0.023291642;0.091195939;0.000292379;0.588853073;0.588853073;0.588853073;0.588853073;0.588853073;11473061.83;22875630.27;32762947.56;0;0;0;0;0;0;0;0;
FIDC Koin;31/05/2025;53352989.5;60543328.37;22035396.7;14997555.84;0.281100572;0.718899428;0.5;OK;0.459876849;0.45;OK;0.365091276;;N/A;0.365091276;;N/A;0.365091276;;N/A;1.26;0;10595203.32;42047810.27;18495518.1;13948554.63;8429179.37;6077928.34;4262714.65;3005507.2;2020572.21;4150251;153102.87;2975219.12;2221819.52;1908410.32;2205846.57;1830974.06;1763488.73;5589759.78;0;2510.02;894677.71;13660551.77;439816.34;0.049141981;0.036698008;0.031521398;0.036434181;0.030242375;0.029127714;0.092326602;0;0.365091276;0.365091276;0.365091276;0.365091276;0.365091276;14997555.84;28817184.82;19478711.04;5057093.64;0;0;0;0;0;0;0;
FIDC Koin;30/04/2025;49722527.95;59551286.69;22705875.83;13028615.09;0.262026402;0.737973598;0.5;OK;0.482442321;0.45;OK;0.381644569;;N/A;0.381644569;;N/A;0.381644569;;N/A;1.63;0;2217872.94;40839419.61;18711867.08;9168817.15;6630385.1;5957351.23;4282557.8;3136425.41;2833932.46;6941488.29;1888462.17;3244300.64;2103481.85;2258400.07;1981367.24;1920820.9;1644525.28;5558971.1;0;9373.05;884388.52;4796304.82;7338548.7;0.054479102;0.03532219;0.037923615;0.033271611;0.032254902;0.027615277;0.093347624;0;0.381644569;0.381644569;0.381644569;0.381644569;0.381644569;13028615.09;25734276.15;18976332.74;5011919.06;0;0;0;0;0;0;0;
FIDC Koin;30/06/2025;53511404.43;58696881.49;21522344.06;16489074.1;0.308141307;0.691858693;0.5;OK;0.461844195;0.45;OK;0.367410941;;N/A;0.367410941;;N/A;0.367410941;;N/A;0.45;0;7184271.67;40127981.47;18568900.02;13116266.05;8328558.96;5885004.48;4149437.67;2795254.6;2183766.56;3594381.26;75311.89;3297587.97;2015257.68;2002611.33;1913413.55;1930221.36;1663986.51;5745821.62;0;2044.8;904843.05;14255446.57;1326739.68;0.056179952;0.034333301;0.034117849;0.032598215;0.032884564;0.028348806;0.097889726;0;0.367410941;0.367410941;0.367410941;0.367410941;0.367410941;16489074.1;28797472.93;19660675.45;5053256.05;0;0;0;0;0;0;0;
FIDC Koin;31/07/2025;54520544.82;58734970.14;20793953.52;16732773.98;0.306907681;0.693092319;0.5;OK;0.470591613;0.45;OK;0.377672424;;N/A;0.377672424;;N/A;0.377672424;;N/A;2.29;0;10696782.21;40719003.94;18015966.2;12461715.5;9067002.83;6038787.33;4279367.26;3138898.81;2005532.66;3307976.55;419723;3904907.61;3398890.68;3805544.31;3828990.44;3077633.16;0;0;0;712.02;916305.71;15500000.47;315755.78;0.066483521;0.057868263;0.064791798;0.065190983;0.05239865;0;0;0;0.377672424;0.377672424;0.377672424;0.377672424;0.377672424;16732773.98;28863633.71;20590906.31;5066004.8;0;0;0;0;0;0;0;
FIDC Pagaleve;31/08/2024;6824582.731;5024864.06;276032.73;3763213.36;0.551420286;0.448579714;0.67;Flag;0.244657483;0.1579;OK;0.244657483;;N/A;0.244657483;;N/A;0.244657483;;N/A;-1;0;11184816.59;4674817.19;350046.87;4529420.21;141499.78;3897.2;0;0;0;0;0;157684.84;111384.32;80977.71;0;0;0;0;0;114681.73;91038.63;3550334.12;7158.88;0.031380917;0.022166633;0.016115403;0;0;0;0;0;0.244657483;0.244657483;0.244657483;0.244657483;0.244657483;3763213.36;5154897.5;1669685.231;0;0;0;0;0;0;0;0;
FIDC Pagaleve;30/09/2024;6906979.365;6399320.43;182341.53;2753202.88;0.398611714;0.601388286;0.67;Flag;0.253750203;0.1579;OK;0.253750203;;N/A;0.253750203;;N/A;0.253750203;;N/A;-1.58;0;13347608.47;5765239.25;634081.18;5682407.4;82831.85;0;0;0;0;0;0;455528.91;90751.24;87801.03;0;0;0;0;0;193227.32;91850.48;2452813.69;15311.39;0.071183951;0.014181387;0.013720368;0;0;0;0;0;0.253750203;0.253750203;0.253750203;0.253750203;0.253750203;2753202.88;5154331.95;1752647.414;0;0;0;0;0;0;0;0;
FIDC Pagaleve;31/10/2024;6946767.942;5525877.06;156314.58;2313235.2;0.332994454;0.667005546;0.67;Flag;0.256692538;0.1579;OK;0.256692538;;N/A;0.256692538;;N/A;0.256692538;;N/A;1.74;0;7601648.63;5133854.56;392022.5;5133123.13;731.43;0;0;0;0;0;0;202971.91;105334.01;83716.58;0;0;0;0;0;285673.59;92784.91;1922086.16;12690.54;0.036731166;0.019061953;0.015149917;0;0;0;0;0;0.256692538;0.256692538;0.256692538;0.256692538;0.256692538;2313235.2;5163584.45;1783183.492;0;0;0;0;0;0;0;0;
FIDC Pagaleve;30/11/2024;6937828.87;6336331.2;155624.97;2243328.18;0.323347292;0.676652708;0.67;OK;0.257735479;0.1579;OK;0.257735479;;N/A;0.257735479;;N/A;0.257735479;;N/A;0.28;0;8516422.82;5862191.99;474139.21;5861601.58;590.41;0;0;0;0;0;0;293041.73;95681.21;85416.27;0;0;0;0;0;264288.94;93566.32;1866956.7;18516.22;0.046247856;0.015100412;0.013480399;0;0;0;0;0;0.257735479;0.257735479;0.257735479;0.257735479;0.257735479;2243328.18;5149704.224;1788124.646;0;0;0;0;0;0;0;0;
FIDC Pagaleve;31/05/2025;38908862.39;38096897.87;1123550;4997791.05;0.128448655;0.871551345;0.67;OK;0.209950879;0.1579;OK;0.209950879;;N/A;0.209950879;;N/A;0.209950879;;N/A;16.3;0;39577488.4;34305426.5;3791471.37;27506823.03;6016859.74;389380.75;204530.05;93072.39;32226;62534.54;0;2972534.04;440269.01;194147.88;184520.44;0;0;0;0;623865.01;99464.12;4261517.44;12944.48;0.078025619;0.011556558;0.00509616;0.004843451;0;0;0;0;0.209950879;0.209950879;0.209950879;0.209950879;0.209950879;4997791.05;30739912.55;8168949.84;0;0;0;0;0;0;0;0;
FIDC Pagaleve;31/12/2024;10382013.52;9670521.39;141851.98;2214861.08;0.21333637;0.78666363;0.67;OK;0.503089927;0.1579;OK;0.503089927;;N/A;0.503089927;;N/A;0.503089927;;N/A;11.98;0;15781901.34;9200337.16;470184.23;8092581.51;1107755.65;0;0;0;0;0;0;298381.41;84840.18;86962.64;0;0;0;0;0;853394.34;94361.56;1264146.58;2958.6;0.030854739;0.008773072;0.008992549;0;0;0;0;0;0.503089927;0.503089927;0.503089927;0.503089927;0.503089927;2214861.08;5158927.1;5223086.419;0;0;0;0;0;0;0;0;
FIDC Pagaleve;31/01/2025;10761792.68;10204539.03;181454.57;1914990.22;0.177943422;0.822056578;0.67;OK;0.520198688;0.1579;OK;0.520198688;;N/A;0.520198688;;N/A;0.520198688;;N/A;7.18;0;13956880.51;9612462.46;592076.57;7943495.67;1668966.79;0;0;0;0;0;0;371690.05;149072.56;71313.96;0;0;0;0;0;166666.27;95426.39;1652897.56;0;0.036423992;0.014608456;0.006988455;0;0;0;0;0;0.520198688;0.520198688;0.520198688;0.520198688;0.520198688;1914990.22;5163522.251;5598270.427;0;0;0;0;0;0;0;0;
FIDC Pagaleve;28/02/2025;11082525.84;11468562.78;253516.24;1065959.73;0.096183825;0.903816175;0.67;OK;0.534614699;0.1579;OK;0.534614699;;N/A;0.534614699;;N/A;0.534614699;;N/A;5.83;0;13872153.12;10770091.14;698471.64;8815599.93;1954491.21;0;0;0;0;0;0;359444.88;235862.3;103164.46;0;0;0;0;0;270018.14;96372.44;699569.15;0;0.031341755;0.020565986;0.008995413;0;0;0;0;0;0.534614699;0.534614699;0.534614699;0.534614699;0.534614699;1065959.73;5157644.624;5924881.219;0;0;0;0;0;0;0;0;
FIDC Pagaleve;31/03/2025;11482248.56;12615710.93;330627.64;1337281.78;0.116465148;0.883534852;0.67;OK;0.550704109;0.1579;OK;0.550704109;;N/A;0.550704109;;N/A;0.550704109;;N/A;6.72;0;13000000;11789327.22;826383.71;10438648.87;1350678.35;0;0;0;0;0;0;406547.84;215346.22;204489.65;0;0;0;0;0;253674.82;97300.43;986306.53;0;0.03222552;0.017069686;0.016209126;0;0;0;0;0;0.550704109;0.550704109;0.550704109;0.550704109;0.550704109;1337281.78;5158927.1;6323321.457;0;0;0;0;0;0;0;0;
FIDC Pagaleve;30/04/2025;37270879.89;38582861.32;1375428.76;2397988.51;0.064339466;0.935660534;0.67;OK;0.188452402;0.1579;OK;0.188452402;;N/A;0.188452402;;N/A;0.188452402;;N/A;11.08;0;48954144.63;36101563.37;2481297.95;30422887.16;5305214;192009.16;95688.87;40237.83;17179.69;28346.66;0;1188227.78;214143.49;193096.59;191040.38;114604.84;62711.28;401695.45;115778.14;510870.5;98320.88;1788797.13;0;0.030796777;0.005550223;0.005004724;0.004951431;0.002970356;0.001625366;0.010411241;0.003000766;0.188452402;0.188452402;0.188452402;0.188452402;0.188452402;2397988.51;30247093.05;7023786.842;0;0;0;0;0;0;0;0;
FIDC Pagaleve;30/06/2025;42359176.73;46823579.63;1729729.63;1105854.22;0.026106603;0.973893397;0.67;OK;0.213456855;0.1579;OK;0.213456855;;N/A;0.213456855;;N/A;0.213456855;;N/A;7.2;0;47489657.52;42963383.36;3860196.27;34226796.44;7561493.37;551399.59;331670.16;141359.36;47856.22;102808.22;0;2187831.86;1065713.51;407771.44;198879.46;0;0;0;0;993499.82;0;100;112254.4;0.046725002;0.022760189;0.008708677;0.004247421;0;0;0;0;0.213456855;0.213456855;0.213456855;0.213456855;0.213456855;1105854.22;33317320.08;9041856.65;0;0;0;0;0;0;0;0;
FIDC Pagaleve;31/07/2025;48832515.56;60364012.33;4159270.94;1828006.08;0.037434198;0.962565802;0.67;OK;0.173801699;0.1579;OK;0.173801699;;N/A;0.173801699;;N/A;0.173801699;;N/A;-6.13;0;50097218.6;48847727.77;11516284.56;38875797.05;8492954.32;734989.96;361410.91;142805.17;85082.97;154687.39;0;7352285.03;1590321.79;997956;383208.63;195760.57;156432.42;551534.29;288785.83;827840.76;0;888845.51;111319.81;0.121799144;0.026345528;0.016532301;0.006348296;0.003243001;0.002591485;0.009136806;0.004784073;0.173801699;0.173801699;0.173801699;0.173801699;0.173801699;1828006.08;40345341.37;8487174.195;0;0;0;0;0;0;0;0;
FIDC Principia BNPL;28/02/2025;6070367.7;4245889.02;57701.58;1907655.49;0.314256991;0.685743009;0.67;OK;0.30310453;0.3;OK;0.153604474;0.15;OK;0.103717348;0.1;OK;0.103717348;;N/A;-3.14;0;4174622.91;4245889.02;0;492541.29;475109.14;442175.3;373306.12;348203.52;324795.73;1336018.33;453739.59;0;0;0;0;0;0;0;0;3155.66;0;1904499.83;0;0;0;0;0;0;0;0;0;0.103717348;0.103717348;0.103717348;0.103717348;0.103717348;1907655.49;4230411.75;629602.44;907520.31;302833.2;0;0;0;0;0;0;
FIDC Principia BNPL;31/03/2025;7967877.225;6295550.56;238169.85;2377187.08;0.298346349;0.701653651;0.67;OK;0.275861222;0.3;Flag;0.12012515;0.15;Flag;0.12012515;0.1;OK;0.12012515;;N/A;-1.85;0;2199549.2;6226955.01;68595.55;756297.72;717283.2;623289.92;563303.32;525529.4;460403.9;1890620.17;690227.38;68595.55;0;0;0;0;0;0;0;2962.34;0;2374224.74;0;0.010895878;0;0;0;0;0;0;0;0.12012515;0.12012515;0.12012515;0.12012515;0.12012515;2377187.08;5769848.88;957142.4502;1240885.895;0;0;0;0;0;0;0;
FIDC Principia BNPL;30/04/2025;9650164.212;8752426.32;587975.95;1626795.56;0.168576982;0.831423018;0.67;OK;0.314219797;0.3;OK;0.165772714;0.15;OK;0.115702593;0.1;OK;0.115702593;;N/A;-5.97;0;2737081.17;8480465.62;271960.7;1049112.6;941121.11;855445.85;783245.74;696859.75;637221.82;2440666.49;1076792.26;215110.65;56850.05;0;0;0;0;0;0;49872.07;0;1494619.21;82304.28;0.024577259;0.006495347;0;0;0;0;0;0;0.115702593;0.115702593;0.115702593;0.115702593;0.115702593;1626795.56;6617891.577;1116549.018;1432538.723;483184.8947;0;0;0;0;0;0;
FIDC Principia BNPL;31/05/2025;10818540.07;10248818.64;968781.7;1756714.63;0.162380009;0.837619991;0.67;OK;0.313536485;0.3;OK;0.164808511;0.15;OK;0.114560467;0.1;OK;0.114560467;;N/A;-0.69;0;1949459.87;9749961.27;498857.37;1214380.01;1130216.7;1035646.93;911412.47;836197.1;756711.45;2698461.32;1166935.29;281900.08;164747.68;52209.61;0;0;0;0;0;5023.77;0;1571231.05;180459.81;0.027505617;0.016074797;0.005094208;0;0;0;0;0;0.114560467;0.114560467;0.114560467;0.114560467;0.114560467;1756714.63;7426533.04;1239377.003;1609019.542;543610.48;0;0;0;0;0;0;
FIDC Principia BNPL;30/06/2025;11163852.82;12422670.15;1344302.46;315644.66;0.028273811;0.971726189;0.67;OK;0.32436029;0.3;OK;0.177652787;0.15;OK;0.127980443;0.1;OK;0.127980443;;N/A;-4.1;0;2943436.67;11727370.06;695300.09;1538749.51;1430751.03;1259104.68;1144187.55;1039852.97;912473.28;3179070.18;1223180.86;321656.53;205889.7;122648.17;45105.69;0;0;0;0;2835.92;0;160018.86;152789.88;0.025892705;0.016573707;0.009872931;0.003630917;0;0;0;0;0.127980443;0.127980443;0.127980443;0.127980443;0.127980443;315644.66;7542742.28;1428754.825;1637820.971;554534.74;0;0;0;0;0;0;
